x,y
0.05598182801615781,1
0.11682452935504954,32
0.20092313847022522,63
0.41431796448218994,94
0.4568684165724822,125
0.572292236919848,156
0.39944242052491946,187
0.5829538088327617,218
0.6689091779366123,249
0.8199740427594631,280
0.7006783918050926,311
0.9117557613445351,342
0.759204868353948,373
0.9781334670083552,404
0.8336606773161421,435
0.7797124059755236,466
0.8783236172324499,497
0.9640834305503645,528
1.080594516040584,559
0.9770791039813674,590
1.0450108919071859,621
0.9571383681672566,652
1.0024323043135677,683
1.1893670840093795,714
1.0791445003944868,745
1.1168824405261841,776
1.4964119132233051,807
1.3539624673978883,838
1.2670463035949795,869
1.1878469223660517,900
1.2387703099429845,931
1.4071656951389793,962
1.3421674920023907,993
1.4980404443397115,1024
1.5637558050239508,1055
1.6141643651981539,1086
1.3809384107802172,1117
1.4936679283522003,1148
1.3632244269728409,1179
1.2861380820643449,1210
1.5094753899591036,1241
1.5875639103004826,1272
1.3764596198074441,1303
1.5644052747733987,1334
1.7195525896887,1365
1.9274114296192724,1396
1.7606348346225829,1427
2.031442669639021,1458
2.0087663307910386,1489
1.989301714419548,1520
2.2441637025973784,1551
2.2734040102205575,1582
2.3387754470964897,1613
2.2475323303908863,1644
2.4577680741797745,1675
2.216996771942779,1706
2.2742992069239096,1737
2.47870775035927,1768
2.583772174959386,1799
2.3678678522378975,1830
2.4957963135429093,1861
2.480204715897072,1892
2.493944781347744,1923
2.761973591921716,1954
2.7302197736934524,1985
2.642261507227229,2016
2.7138161612705667,2047
2.6218193145698367,2078
2.4770475359196675,2109
2.4284452343650207,2140
2.3242504195363063,2171
2.219055501593228,2202
2.4997650366230486,2233
2.633968198115223,2264
2.415184121719439,2295
2.070289892603892,2326
2.3084431697361665,2357
2.529273252316811,2388
2.4000642809559434,2419
2.582474931148081,2450
2.7711756993428227,2481
2.763492447472021,2512
2.9453122909036975,2543
2.829210989657002,2574
3.104859511094591,2605
2.9955920007095176,2636
3.0121400528125206,2667
3.129774126131228,2698
3.2716298185839725,2729
3.0658110183364906,2760
2.9973254416718844,2791
3.314387768965584,2822
3.4257283580687354,2853
3.655774964998173,2884
3.459932387054893,2915
3.2336784048020313,2946
3.410627405876732,2977
3.2601239152562664,3008
3.7257595229081093,3039
3.425797206519657,3070
3.285462726173634,3101
3.4720022513400233,3132
3.564895935575006,3163
3.4591790203264288,3194
3.6685329135872613,3225
3.08255562977864,3256
3.631662246790142,3287
3.628408643417494,3318
3.568940247128751,3349
3.9070572224771083,3380
3.7783939864844442,3411
3.8375384092786207,3442
3.749434724612845,3473
3.918453070519681,3504
3.7118471528346855,3535
3.684149317026497,3566
4.128550840417245,3597
4.278991888373037,3628
3.8954311780169304,3659
4.0981754426155845,3690
3.7676191236259085,3721
4.141312421899045,3752
3.9006748763461,3783
4.277640354861824,3814
4.19924790159725,3845
3.837515476253438,3876
4.034973844119293,3907
3.9355094068895524,3938
4.468817669143899,3969
4.176378998934129,4000
4.354942500556285,4031
4.221348561065349,4062
4.238280633061187,4093
4.597554765287381,4124
4.292838173063032,4155
4.415064820108419,4186
4.5502381071591405,4217
3.88085472379144,4248
4.277818391303279,4279
4.140861156232077,4310
4.417577391849133,4341
4.676723626498348,4372
4.241306598843287,4403
4.089556027242412,4434
4.541798319644727,4465
4.435041572790232,4496
4.742938743867893,4527
4.94191723082927,4558
5.047474298849796,4589
5.171680862690058,4620
5.026117352969412,4651
4.828247082394811,4682
4.678968581479512,4713
5.042389430042831,4744
5.154034772275139,4775
5.238768789899508,4806
5.160283622128744,4837
4.859775587164279,4868
5.4144464983221425,4899
4.543527728584356,4930
4.832340808315566,4961
5.019083582368915,4992
5.139115117462119,5023
5.004731052732928,5054
5.378033935513113,5085
5.444604767156847,5116
5.511014762337556,5147
5.056128978070333,5178
5.096708433376595,5209
4.887517533483998,5240
5.126312775141253,5271
5.475091175175397,5302
5.27979839036575,5333
5.368736982036539,5364
5.084674675694698,5395
5.449705426118501,5426
5.300333321176213,5457
5.629465497373246,5488
5.73522291818221,5519
5.176169562465695,5550
5.331325340256758,5581
5.082615362688134,5612
4.84612021804356,5643
4.9873777901301,5674
5.24561905012694,5705
5.107043000791212,5736
5.349050129939453,5767
5.000854138772,5798
5.176777833916503,5829
5.556660210830248,5860
5.056101218135001,5891
5.516124831470673,5922
5.547639495694772,5953
5.476413499104052,5984
5.8376929031138305,6015
5.921340344866868,6046
6.230314787270223,6077
6.110302328609257,6108
6.043645659130034,6139
6.154940161505277,6170
6.457048445178729,6201
5.886444915350988,6232
6.257472069600499,6263
6.06411006710561,6294
5.8573524506215175,6325
