x,y
0.019139826554530472,1
4.79312352667985,19
5.561084766334338,21
6.0143188133264,23
6.761663276159992,25
7.720658976198336,27
8.910583539448442,31
12.007345393637992,35
15.203342255847112,41
18.41210560430038,43
27.03588369515442,47
30.55865452658152,51
41.89012788340238,55
43.70804562362621,57
60.65631021539276,63
70.20243194590428,65
77.41962311028064,69
84.17862520945006,73
88.24583828081019,77
105.69828331868196,81
