x,y
0.042136859302939665,1
0.5628717649237458,31
1.4927431828630184,71
1.9756250482163324,107
2.4801870178787273,137
2.907586599023067,171
3.1982930743915547,205
3.326261988547867,237
3.385580928057564,269
3.460326906105492,299
3.5776533301093583,333
3.748272946552633,363
3.9315340591706236,395
4.063095123573505,429
4.200252456576889,461
4.341205008722614,491
4.506666711673403,525
4.781507548619802,555
5.154146471172748,587
5.484795296885952,619
5.878629984944434,653
6.194137162360065,685
6.457274530723781,717
6.722600200699059,749
6.980320177989027,781
7.136282387169818,811
7.394386795382081,843
7.724353527630363,875
8.15074838705763,909
8.551326390611816,943
9.015341326455212,971
9.413701193733884,1003
9.66692971948867,1037
9.899976778739731,1069
10.174009839426652,1101
10.611130063495896,1131
10.877238303715233,1165
11.242609939630118,1197
11.580502039390721,1227
12.139234488271827,1261
12.750457097319389,1293
13.355953655818878,1323
13.985679613937382,1357
14.253478934950332,1389
14.311662549601948,1419
14.213461446652564,1453
14.23457370815423,1483
14.273889997263787,1515
14.188616038542706,1547
14.25000625710955,1581
14.567849566879106,1613
14.97027985694623,1645
15.3848185775332,1677
15.989244207465516,1709
16.64349112055494,1741
17.156395111837053,1771
17.949917687484646,1805
18.881071745532047,1835
20.452586909044204,1867
21.496342882478434,1901
22.606453633029716,1931
23.748438169668553,1965
25.205226710223766,1995
26.367700819201964,2029
27.008275225504836,2059
26.57631639965056,2093
25.76773854787733,2123
24.69113836248288,2157
23.61674647815979,2187
22.756694677487605,2221
22.694133529903276,2251
22.514775504106844,2287
22.585920708882632,2315
22.910969903844563,2347
23.349955867459766,2379
24.0954545058428,2413
25.226137659014295,2445
26.76108147338665,2475
27.94138255341813,2511
29.082304081816773,2541
30.52082554135395,2573
32.48779968120091,2603
33.773522296999914,2637
34.74320508381547,2669
35.1235489489882,2703
36.22104724971217,2731
37.80745240322146,2765
38.17270604242668,2797
39.692231776341735,2827
39.36343115784908,2859
38.89924781516536,2893
37.93795889250727,2925
36.554004242457616,2957
34.89392589686355,2989
33.94620209190452,3021
33.359009633355484,3053
33.209847136310316,3085
32.82168923763157,3117
33.04852963745045,3147
34.51341037069423,3179
36.85876367850411,3211
39.75471519179627,3243
43.206559813288536,3277
46.50106699110273,3309
51.25537593948591,3341
55.514409754623195,3371
58.890991644297095,3405
59.36662611116271,3437
58.4528665403655,3469
54.89565189470393,3499
50.67156341956553,3533
46.862018841807284,3565
44.367439214335626,3597
44.11329267063891,3631
43.94624222464258,3661
44.918285610939755,3693
46.1794661317433,3725
49.49309200766671,3755
52.08465537905124,3791
55.7296901548971,3821
58.35079661944937,3851
60.58023145498183,3883
59.746907189191916,3915
58.20815954815953,3949
55.98820524213731,3981
52.17205357064613,4013
48.789726854204716,4043
48.09843573608094,4075
47.49412064528616,4107
48.110274813249,4141
49.88371315992568,4173
53.42927020501103,4205
56.32444504168586,4237
60.66814776947649,4267
66.609082108083,4301
73.05994721202858,4331
79.98524078962313,4365
91.57254251228473,4397
101.02131422537262,4429
101.50312928157786,4461
83.51401139629729,4491
75.49379155312437,4523
70.49345125514239,4557
65.57198621455433,4589
62.83743588149184,4621
60.598310193207,4653
58.32549251960178,4685
56.6849106999579,4717
55.47078963867773,4747
56.31535684799445,4779
59.62828356657055,4811
63.155203403076364,4843
67.5706327597337,4877
71.40272375952385,4911
75.52564607537605,4941
79.20199884521598,4973
85.62704219003263,5007
92.91277441796281,5035
93.72876214523795,5069
87.55080205775637,5099
84.08837518856384,5131
87.14481205222908,5165
86.76707495333261,5199
84.83294979454215,5229
80.9155854982635,5261
77.54258998613082,5293
76.02064095918823,5323
72.54455339510304,5355
68.21440598643221,5387
68.85525543388484,5419
70.64594126765093,5453
77.09900913948161,5485
79.97878735081727,5517
80.85968381305781,5549
80.75043217645452,5579
83.63554030156621,5611
90.74716185316305,5643
100.41058944744255,5677
105.81738608513413,5707
109.46352259078023,5741
102.25785279695155,5773
103.818243130706,5803
104.85918026304937,5837
109.84156068359714,5869
111.54323433471387,5901
105.6262688874446,5933
98.91017075136605,5965
98.54926565712871,5997
97.65169848763215,6027
95.74441719455048,6061
97.18149986294218,6091
97.6602461717834,6127
99.98743721066604,6157
96.70771255469288,6187
97.23143162168618,6221
102.21731341101035,6253
107.14222531675935,6285
113.69998063020529,6315
114.51462738406268,6345
112.60100197101765,6383
105.49826652332318,6413
98.79544413950747,6445
103.80123978589138,6479
104.99484417186122,6509
103.25070646181055,6541
103.7379482812686,6571
101.39993604326116,6603
100.53177180156007,6635
102.96803409907035,6667
111.27024490335863,6701
106.8216031881638,6731
124.72610968849406,6763
125.08331157677573,6795
125.48155937271866,6829
