x,y
,1
0.02950334935761192,11
0.04038440961883307,21
0.04830125884173672,31
0.05492280217019876,41
0.054973803890683993,51
0.0693173106631946,61
0.07014845439567716,71
0.09480932192896857,81
0.10735530465080198,91
0.09960839512146863,101
0.12018503618950928,111
0.13471238508975136,121
0.15173311899624684,131
0.12976689552729442,141
0.15080594591177865,151
0.16504614573844853,161
0.18228018027030965,171
0.1580289786755499,181
0.19313037348964907,191
0.19614042375530763,201
0.18158147615135536,211
0.21199908981089718,221
0.2090684740498754,231
0.22328952034902097,241
0.18314741849260857,251
0.2068676832191784,261
0.20125300593809306,271
0.20435317670464906,281
0.2212341754777058,291
0.23920441146048296,301
0.3007291170383173,311
0.3011435758121529,321
0.24274976642481072,331
0.29877820291081897,341
0.2520365446067984,351
0.263464655483742,361
0.25792826649002454,371
0.3189672642409978,381
0.31359743982794275,391
0.26948159366864394,401
0.28129542724450946,411
0.30647399679670795,421
0.3831321034073921,431
0.4318456134692998,441
0.31844412838472774,451
0.3192039522735898,461
0.4390814250436951,471
0.30923535287336995,481
0.3959601757066421,491
0.41486224455879656,501
0.2977736337262772,511
0.4044732820519554,521
0.4046182843195222,531
0.46423376682279066,541
0.4872708839667234,551
0.3456612266588796,561
0.4620357292461676,571
0.5284901164766389,581
0.48449384951943,591
0.3535707064398952,601
0.525169249105199,611
0.3360186106150951,621
0.4727607797229265,631
0.34548599922723194,641
0.3971564177715667,651
0.5896993424734547,661
0.5612852847698029,671
0.4469628366575737,681
0.6053360767697477,691
0.6002374361888537,701
0.6461174987156135,711
0.39788504249980444,721
0.674330863084539,731
0.625357815665724,741
0.675895855562104,751
0.4087179509257375,761
0.41268822918801823,771
0.42433807503892434,781
0.42762862604666857,791
0.47203275893414565,801
0.42041680230499895,811
0.4920686028404047,821
0.7794127090410837,831
0.7753871132584786,841
0.4300539869882589,851
0.47717349397114955,861
0.4447162413600379,871
0.7482396405413128,881
0.740664668132043,891
0.8175802525716779,901
0.5326762448115611,911
0.5398882450728436,921
0.9380422310149734,931
0.9044258792631632,941
0.529826676518755,951
0.5127936488064112,961
0.7356234202303378,971
0.545487861044374,981
0.5785081363709478,991
0.8227298589433308,1001
1.00063587398034,1011
1.085014736465217,1021
0.513368467665005,1031
0.9342126745047308,1041
0.49523699055536097,1051
0.9749558051954741,1061
0.9199965098987418,1071
1.1544668874728734,1081
0.5832431386216372,1091
0.9761322895099495,1101
1.1412528004104219,1111
0.9356556154040006,1121
1.1483703091636144,1131
0.6099715441088149,1141
1.245368009580229,1151
1.3035098087629415,1161
1.0813484513402505,1171
0.6793090563727161,1181
0.5953710536362803,1191
0.5816042286946758,1201
0.9977358649932931,1211
0.646190520229534,1221
0.7212318953612739,1231
1.2864953359862699,1241
0.9300612105683329,1251
1.3009725890983448,1261
0.7158045167641488,1271
1.3950933506447825,1281
0.5549802477459591,1291
0.5727926585975643,1301
1.3658468174242837,1311
1.3856421180168055,1321
1.415710918691455,1331
0.5577347303712576,1341
1.6594009328290023,1351
1.2717587442544172,1361
0.7984639068509541,1371
0.5670434464833033,1381
0.6682583451017227,1391
0.5734825813058689,1401
1.4550317606389722,1411
0.6694514110051457,1421
0.7116989044539094,1431
0.7647345998752986,1441
1.1194274769924564,1451
0.6629546854406455,1461
1.268626170912856,1471
1.4685160733131761,1481
1.4780732158802485,1491
0.8139573456063187,1501
0.711110223423656,1511
1.052535636473819,1521
1.5100070956824403,1531
0.8407821087600662,1541
0.8955682037926088,1551
0.8193602288384431,1561
0.8309201734138076,1571
1.883001714106378,1581
0.862658542356954,1591
0.7100280202875036,1601
0.7726604307875491,1611
1.224967221753792,1621
0.7798849460566379,1631
1.3340999868299321,1641
1.6990264937642088,1651
0.7754513588093502,1661
0.7107704789455899,1671
0.6868080871387255,1681
2.0603620091682693,1691
0.7450459412388539,1701
0.9098870729732668,1711
0.8035809708670555,1721
0.8158828291936758,1731
1.8650842737734235,1741
0.8789664030945534,1751
1.8515326539797567,1761
0.7285339022681151,1771
0.6510317345230171,1781
1.5783574545662677,1791
0.8502890034118944,1801
1.9464794957629614,1811
0.6753857861924215,1821
0.8814492024452885,1831
1.17246673914892,1841
0.9387252861574816,1851
0.7863017282801545,1861
0.9633407486165813,1871
0.7116154531690388,1881
0.8663415675539078,1891
1.1995384042760266,1901
0.9356795954837203,1911
0.851459290335784,1921
1.3271016457903215,1931
0.7428393157502505,1941
1.0398291441469802,1951
0.9616687569501071,1961
0.713142763107375,1971
1.3252665098817074,1981
1.2047006732252752,1991
0.6870872463980746,2001
0.9073139117843374,2011
1.7916967784921076,2021
